Source Airport Code,Source Airport Name,Source Airport City,Source Airport Country,Source Airport Latitude,Source Airport Longitude,Destination Airport Code,Destination Airport Name,Destination Airport City,Destination Airport Country,Destination Airport Latitude,Destination Airport Longitude
EVN,Zvartnots International Airport,Yerevan,Armenia,40.14730072,44.39590073,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
SLC,Salt Lake City International Airport,Salt Lake City,United States,40.78839874,-111.9779968,HLN,Helena Regional Airport,Helena,United States,46.60680008,-111.9830017
BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985,PFO,Paphos International Airport,Paphos,Cyprus,34.7179985,32.4856987
MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
BRS,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909,LPA,Gran Canaria Airport,Gran Canaria,Spain,27.93190002,-15.38659954
MRV,Mineralnyye Vody Airport,Mineralnye Vody,Russia,44.22510147,43.08190155,DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896
KTM,Tribhuvan International Airport,Kathmandu,Nepal,27.6966,85.3591,SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003
UGC,Urgench Airport,Urgench,Uzbekistan,41.58430099,60.64170074,VOG,Volgograd International Airport,Volgograd,Russia,48.78250122,44.34550095
MLI,Quad City International Airport,Moline,United States,41.44850159,-90.50749969,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
MWZ,Mwanza Airport,Mwanza,Tanzania,-2.444489956,32.93270111,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.319239974,36.92779922
DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292
LPL,Liverpool John Lennon Airport,Liverpool,United Kingdom,53.33359909,-2.849720001,FAO,Faro Airport,Faro,Portugal,37.01440048,-7.965909958
CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.57850075,103.9469986,LHW,Lanzhou Zhongchuan Airport,Lanzhou,China,36.51520157,103.6200027
TBZ,Tabriz International Airport,Tabriz,Iran,38.13389969,46.23500061,THR,Mehrabad International Airport,Teheran,Iran,35.68920135,51.31340027
KJA,Yemelyanovo Airport,Krasnoyarsk,Russia,56.172901,92.493301,PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991
MCT,Muscat International Airport,Muscat,Oman,23.59329987,58.28440094,CAI,Cairo International Airport,Cairo,Egypt,30.12190056,31.40559959
SXF,Berlin-Schönefeld Airport,Berlin,Germany,52.380001,13.5225,KEF,Keflavik International Airport,Keflavik,Iceland,63.98500061,-22.60560036
MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.72940063,-92.22429657
LBB,Lubbock Preston Smith International Airport,Lubbock,United States,33.663601,-101.822998,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004
SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.745579958,101.7099991
ORY,Paris-Orly Airport,Paris,France,48.7233333,2.3794444,LDE,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,43.17869949,-0.006439
TKX,Takaroa Airport,Takaroa,French Polynesia,-14.45580006,-145.0249939,TKP,Takapoto Airport,Takapoto,French Polynesia,-14.70950031,-145.2460022
RJK,Rijeka Airport,Rijeka,Croatia,45.21689987,14.5703001,HAM,Hamburg Airport,Hamburg,Germany,53.63040161,9.988229752
ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,59.65190125,17.91860008,RNB,Ronneby Airport,Ronneby,Sweden,56.26670074,15.26500034
VKO,Vnukovo International Airport,Moscow,Russia,55.59149933,37.26150131,TLV,Ben Gurion International Airport,Tel-aviv,Israel,32.01139832,34.88669968
VLC,Valencia Airport,Valencia,Spain,39.4893,-0.481625,PSA,Pisa International Airport,Pisa,Italy,43.683899,10.3927
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325
SDJ,Sendai Airport,Sendai,Japan,38.13970184,140.9170074,OKA,Naha Airport,Okinawa,Japan,26.19580078,127.6460037
MXP,Malpensa International Airport,Milano,Italy,45.6306,8.72811,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
MAN,Manchester Airport,Manchester,United Kingdom,53.35369873,-2.274950027,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
BVA,Paris Beauvais Tillé Airport,Beauvais,France,49.45439911,2.112780094,PSR,Pescara International Airport,Pescara,Italy,42.431702,14.1811
KMG,Kunming Changshui International Airport,Kunming,China,25.1019444,102.9291667,JHG,Xishuangbanna Gasa Airport,Jinghonggasa,China,21.97389984,100.7600021
BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86916733,-47.92083359,GRU,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,-23.43555641,-46.47305679
TRN,Turin Airport,Torino,Italy,45.200802,7.64963,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
HET,Baita International Airport,Hohhot,China,40.851398,111.823997,TGO,Tongliao Airport,Tongliao,China,43.556702,122.199997
CGH,Congonhas Airport,Sao Paulo,Brazil,-23.62611008,-46.65638733,LDB,Governador José Richa Airport,Londrina,Brazil,-23.33359909,-51.13010025
ISB,New Islamabad International Airport,Islamabad,Pakistan,33.560713,72.851613,DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896
YNZ,Yancheng Airport,Yancheng,China,33.425833,120.203056,PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991
SXB,Strasbourg Airport,Strasbourg,France,48.53829956,7.628230095,STN,London Stansted Airport,London,United Kingdom,51.88499832,0.234999999
VLI,Bauerfield International Airport,Port-vila,Vanuatu,-17.69930077,168.3200073,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,-33.94609833,151.177002
DAY,James M Cox Dayton International Airport,Dayton,United States,39.90240097,-84.2193985,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297
DIG,Diqing Airport,Shangri-La,China,27.7936,99.6772,LXA,Lhasa Gonggar Airport,Lhasa,China,29.29780006,90.91190338
MNL,Ninoy Aquino International Airport,Manila,Philippines,14.5086,121.019997,DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,-8.748169899,115.1669998
OLB,Olbia Costa Smeralda Airport,Olbia,Italy,40.898701,9.51763,VIE,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024
DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,MUX,Multan International Airport,Multan,Pakistan,30.20319939,71.4190979
SZX,Shenzhen Bao'an International Airport,Shenzhen,China,22.63929939,113.810997,PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003
CGQ,Longjia Airport,Changchun,China,43.99620056,125.6849976,TYN,Taiyuan Wusu Airport,Taiyuan,China,37.74689865,112.6279984
FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.745579958,101.7099991
BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
YEG,Edmonton International Airport,Edmonton,Canada,53.30970001,-113.5800018,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,RDM,Roberts Field,Redmond-Bend,United States,44.2541008,-121.1500015
LPQ,Luang Phabang International Airport,Luang Prabang,Laos,19.89730072,102.1610031,PKZ,Pakse International Airport,Pakse,Laos,15.13210011,105.7809982
ITM,Osaka International Airport,Osaka,Japan,34.78549957,135.4380035,OIT,Oita Airport,Oita,Japan,33.47940063,131.7369995
KIX,Kansai International Airport,Osaka,Japan,34.4272995,135.2440033,BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016
LTN,London Luton Airport,London,United Kingdom,51.87469864,-0.368333012,NCE,Nice-Côte d'Azur Airport,Nice,France,43.65840149,7.215869904
GES,General Santos International Airport,Romblon,Philippines,6.058000088,125.0960007,MNL,Ninoy Aquino International Airport,Manila,Philippines,14.5086,121.019997
BEY,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.82089996,35.48839951,JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502
CPT,Cape Town International Airport,Cape Town,South Africa,-33.96480179,18.60169983,HLA,Lanseria Airport,Johannesburg,South Africa,-25.93849945,27.92609978
CAG,Cagliari Elmas Airport,Cagliari,Italy,39.251499,9.05428,VRN,Verona Villafranca Airport,Villafranca,Italy,45.395699,10.8885
GLH,Mid Delta Regional Airport,Greenville,United States,33.48289871,-90.98560333,TUP,Tupelo Regional Airport,Tupelo,United States,34.26810074,-88.76989746
YVO,Val-d'Or Airport,Val D'or,Canada,48.05329895,-77.78279877,YKQ,Waskaganish Airport,Waskaganish,Canada,51.47330093,-78.75830078
GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,-22.80999947,-43.25055695,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
OUA,Ouagadougou Airport,Ouagadougou,Burkina Faso,12.3532,-1.51242,COO,Cadjehoun Airport,Cotonou,Benin,6.357230186,2.384350061
MEL,Melbourne International Airport,Melbourne,Australia,-37.673302,144.843002,NTL,Newcastle Airport,Newcastle,Australia,-32.79499817,151.8339996
BHX,Birmingham International Airport,Birmingham,United Kingdom,52.45389938,-1.748029947,INV,Inverness Airport,Inverness,United Kingdom,57.54249954,-4.047500134
LCG,A Coruña Airport,La Coruna,Spain,43.302101,-8.37726,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264
DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002
IST,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015
AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015
PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991,NBS,Changbaishan Airport,Baishan,China,42.066944,127.602222
BHX,Birmingham International Airport,Birmingham,United Kingdom,52.45389938,-1.748029947,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,36.075833,10.438611
DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,FNC,Madeira Airport,Funchal,Portugal,32.697899,-16.7745
SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
LBB,Lubbock Preston Smith International Airport,Lubbock,United States,33.663601,-101.822998,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002
PNK,Supadio Airport,Pontianak,Indonesia,-0.150711,109.4039993,KTG,Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,-1.816640019,109.9629974
PTY,Tocumen International Airport,Panama City,Panama,9.071359634,-79.38349915,PAP,Toussaint Louverture International Airport,Port-au-prince,Haiti,18.57999992,-72.29250336
CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.61790085,12.65600014,EWR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117
ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.006790161,7.263169765,PHC,Port Harcourt International Airport,Port Hartcourt,Nigeria,5.015490055,6.949590206
VIE,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024,HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,35.33969879,25.18029976
OOL,Gold Coast Airport,Coolangatta,Australia,-28.1644001,153.5050049,ADL,Adelaide International Airport,Adelaide,Australia,-34.945,138.531006
REN,Orenburg Central Airport,Orenburg,Russia,51.79579926,55.45669937,DYU,Dushanbe Airport,Dushanbe,Tajikistan,38.54330063,68.82499695
AUA,Queen Beatrix International Airport,Oranjestad,Aruba,12.5014,-70.015198,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297
NSI,Yaoundé Nsimalen International Airport,Yaounde,Cameroon,3.722559929,11.5532999,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
XUZ,Xuzhou Guanyin Airport,Xuzhou,China,34.059056,117.555278,KWE,Longdongbao Airport,Guiyang,China,26.53849983,106.8010025
XMN,Xiamen Gaoqi International Airport,Xiamen,China,24.54400063,118.1279984,XIY,Xi'an Xianyang International Airport,Xi'an,China,34.447102,108.751999
YEK,Arviat Airport,Eskimo Point,Canada,61.09420013,-94.07080078,YXN,Whale Cove Airport,Whale Cove,Canada,62.24000168,-92.59809875
SBW,Sibu Airport,Sibu,Malaysia,2.261600018,111.9850006,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.745579958,101.7099991
NCL,Newcastle Airport,Newcastle,United Kingdom,55.03749847,-1.691669941,CWL,Cardiff International Airport,Cardiff,United Kingdom,51.39670181,-3.343329906
MBJ,Sangster International Airport,Montego Bay,Jamaica,18.50370026,-77.91339874,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998
DUB,Dublin Airport,Dublin,Ireland,53.421299,-6.27007,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,18.43939972,-66.00180054
URC,Ürümqi Diwopu International Airport,Urumqi,China,43.90710068,87.47419739,OSS,Osh Airport,Osh,Kyrgyzstan,40.60900116,72.79329681
FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.61790085,12.65600014
LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592,BVA,Paris Beauvais Tillé Airport,Beauvais,France,49.45439911,2.112780094
HPN,Westchester County Airport,White Plains,United States,41.06700134,-73.70760345,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965
CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,India,22.65469933,88.44670105,IXZ,Vir Savarkar International Airport,Port Blair,India,11.64120007,92.72969818
HIA,Lianshui Airport,Huai An,China,33.79083333,119.125,WNZ,Wenzhou Longwan International Airport,Wenzhou,China,27.912201,120.851997
YYR,Goose Bay Airport,Goose Bay,Canada,53.31919861,-60.42580032,YYT,St. John's International Airport,St. John's,Canada,47.61859894,-52.75189972
TNA,Yaoqiang Airport,Jinan,China,36.85720062,117.2160034,SHE,Taoxian Airport,Shenyang,China,41.63980103,123.4830017
PVR,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,20.68009949,-105.2539978,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024
STL,St Louis Lambert International Airport,St. Louis,United States,38.748697,-90.370003,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098
MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811
DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,OLB,Olbia Costa Smeralda Airport,Olbia,Italy,40.898701,9.51763
MRU,Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,-20.430201,57.683601,JNB,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246
ASP,Alice Springs Airport,Alice Springs,Australia,-23.80669975,133.9019928,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,-33.94609833,151.177002
AGP,Málaga Airport,Malaga,Spain,36.67490005,-4.499110222,LGW,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
LYS,Lyon Saint-Exupéry Airport,Lyon,France,45.725556,5.081111,BSK,Biskra Airport,Biskra,Algeria,34.79330063,5.738230228
GCI,Guernsey Airport,Guernsey,Guernsey,49.43500137,-2.601969957,JER,Jersey Airport,Jersey,Jersey,49.207901,-2.195509911
LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
VFA,Victoria Falls International Airport,Victoria Falls,Zimbabwe,-18.09589958,25.8390007,JNB,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246
ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,59.65190125,17.91860008,MHQ,Mariehamn Airport,Mariehamn,Finland,60.12220001,19.89819908
HRB,Taiping Airport,Harbin,China,45.62340164,126.25,PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991
SLC,Salt Lake City International Airport,Salt Lake City,United States,40.78839874,-111.9779968,AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899
NRN,Weeze Airport,Weeze,Germany,51.60240173,6.142169952,EDI,Edinburgh Airport,Edinburgh,United Kingdom,55.95000076,-3.372499943
AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839,BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016
DUB,Dublin Airport,Dublin,Ireland,53.421299,-6.27007,MUC,Munich Airport,Munich,Germany,48.353802,11.7861
BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985,LYS,Lyon Saint-Exupéry Airport,Lyon,France,45.725556,5.081111
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364
TGU,Toncontín International Airport,Tegucigalpa,Honduras,14.06089973,-87.21720123,PEU,Puerto Lempira Airport,Puerto Lempira,Honduras,15.2622,-83.781197
